CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,P21,PP04D_COD,P47T,REGION,AGLOMERADO,TRIMESTRE,ANO4
Mujer,25.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,300.0,300.0,55314,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,20.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,64.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1000.0,1500.0,43111,2000.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,50.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Inactivo,Ama de casa,1000.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,74.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,305.0,0.0,     ,610.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,79.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Otros,305.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,45.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,380.0,1300.0,41312,1300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,48.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,380.0,600.0,34323,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,19.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,380.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,17.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,380.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,16.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,380.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,59.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,330.0,120.0,55314,360.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,40.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,330.0,300.0,30113,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,57.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,1242.6666666666667,1200.0,80323,1200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,57.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1242.6666666666667,1180.0,41312,1618.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,24.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,1242.6666666666667,910.0,99997,910.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,49.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Primaria Completa,Ocupado,0.0,462.5,1000.0,10113,1000.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,21.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,462.5,150.0,46313,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,23.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,462.5,700.0,53314,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,462.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,24.0,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,183.33333333333334,400.0,72313,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,21.0,Casado,No paga ni le descuentan,Secundaria Completa,Inactivo,Ama de casa,183.33333333333334,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,183.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,29.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,125.0,500.0,34323,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,30.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,125.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,6.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,125.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,125.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,58.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,585.0,600.0,40312,870.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,585.0,0.0,40313,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,82.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,400.0,400.0,56314,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,1500.0,1050.0,80201,1500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,48.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,407.5,680.0,80313,1030.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,44.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,407.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,24.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,407.5,300.0,80323,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,22.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,407.5,300.0,31312,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,47.0,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,300.0,1500.0,30313,1500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,43.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,17.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,14.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,6.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,31.0,Separado o divorciado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,37.5,150.0,10313,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,4.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,37.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,37.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,51.0,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,37.5,0.0,55314,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,59.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,69.0,300.0,30113,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,59.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,69.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,32.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Ama de casa,69.0,0.0,     ,45.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Desocupado,0.0,69.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,20.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,69.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,47.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,350.0,1400.0,80202,1400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,43.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Desocupado,0.0,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,14.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,44.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,300.0,600.0,47313,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,39.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,300.0,400.0,55314,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,21.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,300.0,500.0,53203,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,14.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,Estudiante,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,8.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,27.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,597.5,700.0,72113,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,28.0,Unido,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,597.5,400.0,41312,495.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,43.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,612.5,1500.0,06001,1850.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,43.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,612.5,600.0,41112,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,18.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,Estudiante,612.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,15.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,Estudiante,612.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,38.0,Casado,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,39.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,350.0,700.0,20312,1050.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,7.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,37.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,266.6666666666667,400.0,05002,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,29.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,266.6666666666667,400.0,05002,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,266.6666666666667,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,77.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,477.0,0.0,     ,477.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,23.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,150.0,300.0,80313,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,23.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,150.0,0.0,     ,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,2.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,64.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,516.6666666666666,700.0,58323,750.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,65.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,516.6666666666666,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,37.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,516.6666666666666,800.0,80313,800.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,75.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,426.5,0.0,     ,393.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,66.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,426.5,0.0,     ,460.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,61.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,280.0,0.0,     ,560.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,62.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,280.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,38.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Secundaria Incompleta,Ocupado,0.0,400.0,700.0,10313,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,40.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,400.0,500.0,10313,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,76.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,400.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,63.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,200.0,0.0,     ,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,25.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,200.0,0.0,80323,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,44.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,220.4,200.0,72313,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,43.0,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,220.4,902.0,30313,902.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,220.4,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,18.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,220.4,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,20.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,220.4,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,66.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,480.0,80.0,55314,480.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,62.0,Separado o divorciado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,200.0,0.0,     ,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,58.0,Viudo,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,383.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,22.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,383.3333333333333,700.0,32314,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,24.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,383.3333333333333,450.0,20333,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,20.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,200.0,600.0,80314,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,18.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,200.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,200.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,25.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,210.0,480.0,92313,480.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,26.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,210.0,150.0,10319,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,210.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,78.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,220.0,0.0,     ,440.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,78.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,220.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,39.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,40.0,50.0,72113,50.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,40.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,40.0,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,20.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,13.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,30.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,216.66666666666666,650.0,56314,650.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,28.0,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,216.66666666666666,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,216.66666666666666,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,54.0,Separado o divorciado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,0.0,298.0,120.0,55314,120.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,32.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,298.0,0.0,     ,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,25.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,298.0,0.0,     ,70.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,41.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,298.0,1000.0,34123,1000.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,4.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,298.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,48.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,157.14285714285714,650.0,56314,650.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,37.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Otros,157.14285714285714,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,17.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,157.14285714285714,200.0,30314,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,15.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,157.14285714285714,250.0,72314,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,157.14285714285714,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,157.14285714285714,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,157.14285714285714,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,23.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,133.33333333333334,400.0,72113,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,21.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,133.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,1.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,133.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,51.0,Separado o divorciado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,280.0,0.0,     ,180.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,30.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,280.0,480.0,41312,480.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,26.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,280.0,780.0,30314,780.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,280.0,240.0,32314,240.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,18.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,0.0,280.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,15.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,280.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,76.0,Separado o divorciado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,150.0,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,73.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,450.0,0.0,     ,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,71.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Primaria Completa,Ocupado,0.0,167.5,0.0,80312,335.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,66.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Primaria Completa,Ocupado,0.0,167.5,0.0,80323,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,78.0,Viudo,Obra social (incluye PAMI),Sin instrucción,Inactivo,Jubilado/pensionado,215.0,0.0,     ,215.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,28.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,62.5,250.0,82113,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,24.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,62.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,5.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,62.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,62.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
