CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,P21,PP04D_COD,P47T,REGION,AGLOMERADO,TRIMESTRE,ANO4
Varón,26.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,200.0,600.0,72313,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,22.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,65.0,Casado,No paga ni le descuentan,Secundaria Completa,Inactivo,Otros,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,62.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,200.0,400.0,41312,400.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,34.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,262.5,700.0,80203,700.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,32.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,262.5,350.0,10313,350.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,13.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,262.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,6.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,262.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,38.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,302.5,1210.0,80323,1210.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,31.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,302.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,12.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,302.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,302.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,75.0,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,525.5,0.0,     ,201.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,48.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,525.5,850.0,10313,850.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,48.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,433.3333333333333,1300.0,11311,1300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,56.0,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,433.3333333333333,0.0,10312,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,433.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,32.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,715.0,700.0,72113,980.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,32.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,715.0,450.0,53314,450.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,45.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,170.5,382.0,47314,382.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,53.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,170.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,13.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,170.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,73.0,Viudo,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,170.5,0.0,     ,300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,39.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,625.0,2500.0,05002,2500.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,37.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,625.0,0.0,42313,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,15.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,Estudiante,625.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,13.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Primaria Completa,Inactivo,Estudiante,625.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,37.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,250.0,300.0,20313,300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,64.0,Viudo,No paga ni le descuentan,Primaria Completa,Desocupado,0.0,250.0,0.0,     ,200.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,21.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,500.0,0.0,     ,1000.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,19.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Desocupado,0.0,500.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,92.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Jubilado/pensionado,1150.0,0.0,     ,2300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,78.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Ama de casa,1150.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,52.0,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,75.0,0.0,     ,150.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,13.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,75.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,40.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,2850.0,3100.0,10333,3100.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,39.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,2850.0,2600.0,10311,2600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,48.0,Soltero,Obra social y mutual/prepaga/servicio de emergencia,Secundaria Completa,Ocupado,0.0,1800.0,1800.0,30313,1800.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,35.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,100.0,300.0,82113,300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,30.0,Unido,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,100.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,7.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,100.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,65.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Inactivo,Jubilado/pensionado,783.3333333333334,0.0,     ,450.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,56.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Inactivo,Ama de casa,783.3333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,32.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,783.3333333333334,1900.0,20312,1900.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,61.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,267.5,0.0,72113,370.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,60.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,267.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,26.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,267.5,100.0,20333,100.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,29.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,267.5,600.0,10314,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,51.0,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,27.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,125.0,400.0,40113,400.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,24.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,125.0,600.0,48312,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,22.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Ama de casa,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,15.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,35.0,Casado,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,5.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,125.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,27.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,1700.0,500.0,30312,1700.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,61.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,750.0,1500.0,07001,1500.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,18.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,750.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,34.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1800.0,4800.0,49322,4800.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,32.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1800.0,600.0,41111,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,3.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,1800.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,36.0,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,200.0,1000.0,35314,1000.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,36.0,Casado,No paga ni le descuentan,Secundaria Completa,Inactivo,Ama de casa,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,10.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,200.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,34.0,Unido,Obra social y mutual/prepaga/servicio de emergencia,Secundaria Completa,Ocupado,0.0,300.0,600.0,30312,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,31.0,Unido,No paga ni le descuentan,Superior Universitaria Completa,Inactivo,Ama de casa,300.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,35.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,233.33333333333334,700.0,30314,700.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,39.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Desocupado,0.0,233.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,Menor de 10 años,Menor de 6 años,233.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,73.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,Jubilado/pensionado,823.0,0.0,     ,823.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,51.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,247.33333333333334,1302.0,10313,1302.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,52.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Incompleta,Inactivo,Estudiante,247.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,25.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,247.33333333333334,182.0,30333,182.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,20.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,Ama de casa,247.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,20.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,Estudiante,247.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,1.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,Menor de 10 años,Menor de 6 años,247.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,30.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,1167.3333333333333,600.0,06001,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,26.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1167.3333333333333,1902.0,20311,2902.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,1167.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,86.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,450.0,0.0,     ,450.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,82.0,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,670.0,0.0,     ,670.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,27.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,900.0,1800.0,82113,1800.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,28.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Otros,900.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,26.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,975.0,750.0,53313,975.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,82.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,1900.0,0.0,     ,1900.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,40.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,1000.0,1000.0,53314,1000.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,73.0,Viudo,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,232.0,100.0,53113,100.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,54.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,232.0,240.0,55314,490.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,15.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,232.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,13.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,232.0,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,21.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,232.0,570.0,80314,570.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,64.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,680.0,700.0,56313,700.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,66.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,680.0,0.0,     ,240.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,33.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,680.0,1100.0,10311,1100.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,62.0,Unido,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1577.5,2000.0,10312,5380.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,59.0,Unido,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Inactivo,Jubilado/pensionado,1577.5,0.0,     ,350.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,27.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1577.5,500.0,52314,500.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,23.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Desocupado,0.0,1577.5,0.0,     ,80.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,44.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,569.6666666666666,1209.0,30313,1709.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,13.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,569.6666666666666,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,569.6666666666666,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,62.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,610.0,0.0,     ,610.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,64.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Jubilado/pensionado,1165.0,0.0,     ,840.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,64.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Jubilado/pensionado,1165.0,0.0,     ,1490.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,85.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,700.0,0.0,     ,700.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,45.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,400.0,400.0,55314,400.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,63.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,266.6666666666667,800.0,34323,800.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,62.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Ama de casa,266.6666666666667,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,27.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Otros,266.6666666666667,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,64.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,162.5,0.0,     ,350.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,28.0,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Desocupado,0.0,162.5,0.0,     ,300.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,26.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,162.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,162.5,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,31.0,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,466.6666666666667,800.0,32314,800.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,29.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,466.6666666666667,600.0,20313,600.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,466.6666666666667,0.0,     ,0.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,74.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,230.0,0.0,     ,230.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,62.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1442.0,1092.0,46311,1442.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,34.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,500.0,500.0,52123,500.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,69.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,860.0,0.0,     ,860.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Mujer,72.0,Viudo,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Jubilado/pensionado,605.0,0.0,     ,605.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
Varón,70.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,555.0,300.0,30112,660.0,Gran Buenos Aires,Ciudad de Buenos Aires,1er. Trimestre,2004
